n,grid,goals,static,moving,BFS_steps
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . . . X\n1 . . . . . 1 . . . .\n2 . . X . X . . . . .\n3 . . . . . . . . . .\n4 . . . . . . . . X X\n5 . . . . 2 . . 3 . .\n6 . . M . . . . . . .\n7 . . M . . . . . . .\n8 X . M . . . X . X .\n9 . . X . X X . . . .,"{1: (1, 5), 2: (5, 4), 3: (5, 7)}","[(4, 8), (2, 4), (8, 0), (9, 2), (0, 9), (2, 2), (4, 9), (9, 5), (8, 6), (8, 8), (9, 4)]","[(6, 2), (7, 2), (8, 2)]",14
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . X 2 X\n1 . . . X . . . . . .\n2 . 3 . . . . . . . .\n3 X . . . . . . . . .\n4 . . . . . . . X . .\n5 M M M . . . . . . .\n6 X . . X . . X . . .\n7 . . . X . . . . . .\n8 X . . X . X . . . .\n9 . . . 1 . . . . . .,"{1: (9, 3), 2: (0, 8), 3: (2, 1)}","[(8, 5), (8, 0), (1, 3), (7, 3), (0, 9), (0, 7), (6, 3), (3, 0), (4, 7), (8, 3), (6, 0), (6, 6)]","[(5, 0), (5, 1), (5, 2)]",35
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . X . . . . . .\n1 X X . . . . X . . .\n2 X . X X . X . . . .\n3 X . X . . . . . . .\n4 . . . . . . . . . .\n5 . . . . X . X X . X\n6 X . . X . X . . X 3\n7 X . . . . . . . . .\n8 M . X . . . X 1 . .\n9 M . . . . X 2 . . .,"{1: (8, 7), 2: (9, 6), 3: (6, 9)}","[(5, 7), (5, 4), (8, 2), (0, 3), (9, 5), (2, 2), (6, 8), (3, 2), (1, 6), (7, 0), (2, 0), (5, 9), (1, 0), (6, 0), (2, 3), (6, 3), (3, 0), (2, 5), (6, 5), (1, 1), (5, 6), (8, 6)]","[(9, 0), (8, 0)]",27
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . . . . . . . X . .\n1 . . . . . X . X X X 1\n2 X . X X . X . . . . .\n3 . . X . . . . . X . .\n4 . . . X . . . . X . 2\n5 X . X . . . . X . X .\n6 X X . . 3 . . . X . .\n7 M M . . . . . X . . .\n8 . M . . X . . X X . .\n9 X M . . . X X X . . .\n10 . . . . . . X . . X .,"{1: (1, 10), 2: (4, 10), 3: (6, 4)}","[(8, 4), (1, 9), (8, 7), (0, 8), (3, 8), (2, 2), (5, 2), (4, 8), (2, 3), (1, 5), (2, 5), (10, 9), (10, 6), (6, 0), (5, 9), (7, 7), (1, 8), (4, 3), (9, 6), (6, 8), (1, 7), (9, 5), (5, 7), (9, 0), (6, 1), (9, 7), (5, 0), (8, 8), (2, 0), (3, 2)]","[(9, 1), (8, 1), (7, 1), (7, 0)]",28
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . . . X . . . X . .\n1 . . . X . . . . . . .\n2 . . . . . . . . . . .\n3 . M M . . . X . . . .\n4 . M M . . . . 2 . . .\n5 . . . . . . . . . . X\n6 . . . 3 . X X . . . .\n7 1 . . . . . . . . . .\n8 . . . X X . X . . . .\n9 . . . . . . . . . . .\n10 . . . . . X . X . . .,"{1: (7, 0), 2: (4, 7), 3: (6, 3)}","[(6, 6), (0, 8), (8, 6), (10, 5), (3, 6), (10, 7), (8, 4), (1, 3), (5, 10), (0, 4), (6, 5), (8, 3)]","[(3, 1), (4, 1), (4, 2), (3, 2)]",23
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . . . X . . X . . .\n1 . . X . . . . . . X .\n2 . 1 . . X X . . . . .\n3 X . . X . X . . X . .\n4 . X . . . . M . . . .\n5 X X . X M M M . . . .\n6 . X . X X . X 2 . . .\n7 . . . . X . . . 3 . .\n8 . . . X . . . . . . .\n9 . . . . . X . X . . .\n10 . . . . . . . . . . .,"{1: (2, 1), 2: (6, 7), 3: (7, 8)}","[(5, 3), (8, 3), (1, 9), (6, 4), (3, 0), (2, 4), (2, 5), (0, 7), (7, 4), (3, 3), (5, 0), (3, 8), (9, 7), (4, 1), (0, 4), (9, 5), (5, 1), (6, 1), (3, 5), (1, 2), (6, 3), (6, 6)]","[(5, 4), (5, 5), (5, 6), (4, 6)]",15
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . X . X . . . . . .\n1 . . . 3 M X 2 . . . .\n2 . . X . M . . . . . .\n3 . X . . . X . . . X .\n4 . . . . . . 1 . . . .\n5 . . . . . . . . . . .\n6 . . . . . . . . . . .\n7 . . . . . . . . X . .\n8 . . . . X . X X . X .\n9 . . . X . . X . . . .\n10 . . X X . . . . . . X,"{1: (4, 6), 2: (1, 6), 3: (1, 3)}","[(3, 1), (8, 7), (2, 2), (8, 9), (3, 9), (7, 8), (3, 5), (8, 6), (9, 3), (0, 2), (10, 10), (1, 5), (8, 4), (10, 3), (10, 2), (0, 4), (9, 6)]","[(1, 4), (2, 4)]",18
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . . X . . X . . . X\n1 . 3 . . X . . . . . X\n2 . . . X . . . X . . .\n3 X . . M M . X . X . .\n4 X . . M . . X . . . .\n5 . 2 . X . X . . X . .\n6 . . . . . X . . X X .\n7 1 . . . . . . X . . .\n8 . . . . . . . . . . .\n9 . . . X . . . . . . .\n10 . . . . . X X X . . .,"{1: (7, 0), 2: (5, 1), 3: (1, 1)}","[(2, 7), (4, 6), (3, 6), (3, 8), (9, 3), (0, 6), (0, 10), (6, 5), (5, 8), (10, 7), (7, 7), (5, 3), (6, 9), (3, 0), (2, 3), (6, 8), (1, 4), (10, 6), (1, 10), (4, 0), (10, 5), (5, 5), (0, 3)]","[(3, 4), (3, 3), (4, 3)]",18
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . X X X . . . X X X\n1 . . X . X . . . X . .\n2 . . . . . . . . M . .\n3 X . X . X . X . M . X\n4 . . . X . . . M M . X\n5 . X X . . X . . . . .\n6 . X . . . X . X . . .\n7 . X . . . . . . . . .\n8 1 X . X . X . . . . .\n9 X X . . . X X . . X X\n10 . X . X . . . 3 . . 2,"{1: (8, 0), 2: (10, 10), 3: (10, 7)}","[(0, 2), (9, 5), (0, 10), (4, 3), (6, 1), (5, 2), (9, 1), (6, 7), (8, 1), (1, 4), (4, 10), (0, 3), (5, 5), (3, 6), (3, 4), (8, 3), (9, 0), (7, 1), (1, 2), (5, 1), (3, 0), (10, 1), (0, 9), (3, 2), (0, 4), (0, 8), (3, 10), (9, 10), (6, 5), (1, 8), (8, 5), (10, 3), (9, 6), (9, 9)]","[(2, 8), (3, 8), (4, 8), (4, 7)]",37
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S X . . . . . . . . .\n1 . . 2 . . X . . X . .\n2 . . . . X . . X . . .\n3 X . . . . . . . . . .\n4 . . . . . . . . . . .\n5 . X . 3 . . X . . X .\n6 X X . . . . . X . . .\n7 . . . . 1 . X . X X .\n8 . X . X X M M . . . X\n9 . X . . M M . . . . X\n10 . . X . X . . . . . .,"{1: (7, 4), 2: (1, 2), 3: (5, 3)}","[(5, 1), (9, 10), (2, 7), (3, 0), (6, 1), (9, 1), (7, 6), (7, 8), (8, 3), (10, 4), (8, 10), (6, 0), (1, 8), (5, 6), (8, 1), (0, 1), (10, 2), (8, 4), (6, 7), (5, 9), (1, 5), (2, 4), (7, 9)]","[(8, 6), (8, 5), (9, 5), (9, 4)]",24
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S . . X . X . . . . .\n1 . 3 . . . . . X . . .\n2 . . . . . . X X 1 . .\n3 M M . . . . . . . . .\n4 X X X . X . . . . . X\n5 . . . . . . X X . . .\n6 X . X . . . X . . X .\n7 X X . . . . . X . . .\n8 . X . . . . . . . . .\n9 . . . . . 2 X . . . .\n10 . . . . . X . . X . .,"{1: (2, 8), 2: (9, 5), 3: (1, 1)}","[(1, 7), (6, 2), (7, 1), (2, 7), (6, 9), (6, 6), (5, 6), (4, 1), (10, 8), (4, 2), (10, 5), (8, 1), (2, 6), (9, 6), (4, 0), (7, 7), (4, 10), (5, 7), (6, 0), (0, 5), (0, 3), (7, 0), (4, 4)]","[(3, 0), (3, 1)]",34
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S X M X X . . . . . .\n1 . . M . . . . X X 3 X\n2 X . M X . . . . . . X\n3 X . . . . . . . X . .\n4 . X X . . . . . . . .\n5 . X X X . X . X X . .\n6 . X . . X 2 . . . . .\n7 X . . . . . . X . X .\n8 . . . . . . . . . . X\n9 1 X . . . X . . . X .\n10 X . . . . . . . . . .,"{1: (9, 0), 2: (6, 5), 3: (1, 9)}","[(7, 7), (5, 7), (0, 4), (0, 3), (5, 2), (5, 1), (0, 1), (9, 9), (6, 1), (1, 8), (6, 4), (9, 1), (5, 5), (10, 0), (8, 10), (5, 3), (3, 8), (5, 8), (7, 0), (1, 10), (4, 1), (2, 3), (2, 0), (9, 5), (2, 10), (4, 2), (1, 7), (7, 9), (3, 0)]","[(0, 2), (1, 2), (2, 2)]",38
11,  0 1 2 3 4 5 6 7 8 9 10\n0 S X . 2 X . . . . . .\n1 . . . . . . . . . . .\n2 . . . . . . . . . . .\n3 . . . . . . . . 1 . .\n4 . . . . . . X . . . .\n5 X . . . . X . X . . .\n6 X . . . . X X . . M .\n7 . X . . . . . X . M M\n8 . . . . . . . . X . M\n9 3 . X . . . . X . . .\n10 . . . . X X . X . . .,"{1: (3, 8), 2: (0, 3), 3: (9, 0)}","[(9, 7), (0, 1), (5, 7), (0, 4), (8, 8), (5, 5), (7, 7), (10, 5), (6, 6), (6, 0), (5, 0), (10, 4), (9, 2), (6, 5), (10, 7), (7, 1), (4, 6)]","[(8, 10), (7, 10), (7, 9), (6, 9)]",31
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S X . . . X . . . . X .\n1 . . . . . X . . . X . .\n2 . X . . . . . X . . . .\n3 X . 2 . X . . X . . X X\n4 . . . . X . X X X X X .\n5 . . . . . . . . . . . .\n6 . . X . . X . X . . X X\n7 . . . . . . . . X . X .\n8 . . . X . X . . . . . X\n9 X . . X . 3 1 X . X X X\n10 . . . X . X X X X X . X\n11 . . . . . X M M M M . .,"{1: (9, 6), 2: (3, 2), 3: (9, 5)}","[(3, 10), (0, 1), (6, 7), (9, 7), (9, 11), (3, 4), (10, 11), (9, 9), (7, 10), (11, 5), (3, 11), (10, 3), (2, 7), (4, 10), (10, 7), (4, 7), (6, 11), (6, 5), (0, 5), (8, 11), (8, 5), (7, 8), (9, 0), (9, 10), (1, 9), (6, 10), (10, 5), (3, 7), (6, 2), (8, 3), (9, 3), (10, 9), (4, 9), (10, 6), (0, 10), (10, 8), (4, 4), (3, 0), (4, 6), (2, 1), (1, 5), (4, 8)]","[(11, 6), (11, 7), (11, 8), (11, 9)]",34
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S X . X . . . . 2 X . .\n1 . X . . X X X . . M . X\n2 . . . . . . . . X M . .\n3 . X 1 X X . . . . X X .\n4 . X . . . . . . X . X .\n5 . . . . . . . . . . . .\n6 . . X X . X . . . . 3 .\n7 . . X . . . . . . X X .\n8 . X . . X . X . . . X X\n9 X . . . . X . X . . X .\n10 . X . . . X . . . . . .\n11 . X . . . . X X . . X .,"{1: (3, 2), 2: (0, 8), 3: (6, 10)}","[(3, 9), (3, 4), (11, 7), (6, 5), (8, 1), (1, 6), (6, 3), (1, 5), (9, 0), (3, 3), (8, 10), (1, 11), (8, 6), (7, 2), (6, 2), (9, 10), (11, 6), (3, 10), (10, 5), (11, 10), (4, 8), (3, 1), (0, 3), (10, 1), (11, 1), (7, 9), (9, 5), (2, 8), (4, 1), (0, 1), (1, 4), (8, 11), (9, 7), (4, 10), (7, 10), (8, 4), (1, 1), (0, 9)]","[(2, 9), (1, 9)]",24
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . . X . . . . . . X .\n1 . X . X . . . . . . . .\n2 . X . . . . X . . . . .\n3 . . . . . . . . X . . .\n4 . . . X . . . . X . . .\n5 . . . X X . X X X . X .\n6 . X 3 . . . . . 1 . . .\n7 . . . . . . . X . . . X\n8 . . . . . M . . X . . .\n9 . . . X . M . 2 . . . .\n10 X . . X X M . . . X . .\n11 . X . . . . X . . . . .,"{1: (6, 8), 2: (9, 7), 3: (6, 2)}","[(5, 7), (8, 8), (11, 1), (10, 9), (5, 6), (0, 3), (1, 1), (2, 1), (7, 11), (3, 8), (10, 3), (5, 4), (11, 6), (2, 6), (4, 3), (4, 8), (10, 4), (9, 3), (5, 3), (1, 3), (6, 1), (5, 10), (10, 0), (7, 7), (0, 10), (5, 8)]","[(10, 5), (9, 5), (8, 5)]",28
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . X . . . . . 3 . . .\n1 X . . . . X X X X . . .\n2 . . . . . . X . . X X .\n3 . . X X . . . X . . . .\n4 . . . . . . . X . . . .\n5 X . X . X . . . . . . X\n6 X . . M X . . . . . . .\n7 . . . M 1 . . X . . X .\n8 X X . M . X 2 . . . . .\n9 . X . X X . X . . X . .\n10 . . . X . . . . . . . .\n11 X X . . . . . . . X . .,"{1: (7, 4), 2: (8, 6), 3: (0, 8)}","[(8, 0), (5, 11), (7, 10), (3, 3), (5, 2), (5, 0), (3, 7), (5, 4), (2, 10), (1, 6), (6, 4), (9, 4), (2, 9), (1, 5), (11, 0), (9, 9), (3, 2), (10, 3), (8, 1), (6, 0), (1, 7), (11, 1), (2, 6), (9, 1), (9, 6), (1, 0), (9, 3), (4, 7), (11, 9), (8, 5), (1, 8), (0, 2), (7, 7)]","[(8, 3), (7, 3), (6, 3)]",28
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S X . . . . X . . . . .\n1 . . . . . . X . . . . .\n2 . . . . . . . . . X . .\n3 . . . . . M M M . . . .\n4 . . . . . M . X . . . .\n5 . . . . X . . X . . . .\n6 X . . . . . X . X . X .\n7 . . . 1 . . X . . . . X\n8 . . . . . . . . . . . .\n9 . . . . . X 3 . . . . .\n10 . . . . X . . . . . . .\n11 . . X . . . . 2 . . . .,"{1: (7, 3), 2: (11, 7), 3: (9, 6)}","[(2, 9), (0, 6), (10, 4), (4, 7), (6, 6), (6, 8), (5, 7), (1, 6), (9, 5), (6, 10), (6, 0), (5, 4), (11, 2), (7, 11), (7, 6), (0, 1)]","[(3, 7), (3, 6), (3, 5), (4, 5)]",21
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . . 1 . X . . X . X .\n1 . X X . X . . . . . X X\n2 . . . X X . . . . X . .\n3 . X . . X M . X X X . .\n4 . . . . X M M . . . . .\n5 . X . . . . . . . . X .\n6 . . . . . . . . X . . .\n7 . . . . . . . X . . . X\n8 . X . X X . . X 3 . X .\n9 X X . . . . . X X . X X\n10 . X X . . X . X X . . 2\n11 . . . X . . . X . . X X,"{1: (0, 3), 2: (10, 11), 3: (8, 8)}","[(0, 8), (9, 8), (9, 10), (1, 10), (11, 11), (4, 4), (3, 1), (1, 2), (2, 4), (6, 8), (2, 3), (8, 1), (1, 4), (8, 4), (10, 1), (2, 9), (9, 0), (0, 10), (3, 4), (8, 7), (3, 9), (9, 11), (7, 11), (1, 1), (11, 7), (10, 7), (9, 7), (8, 3), (3, 8), (11, 10), (8, 10), (10, 5), (3, 7), (11, 3), (1, 11), (0, 5), (9, 1), (5, 1), (5, 10), (10, 2), (10, 8), (7, 7)]","[(4, 6), (4, 5), (3, 5)]",32
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . . . . . . . . . X X\n1 X . . . X . X . X X . .\n2 . . X . X . . . X . . .\n3 . . . 2 . . . X . 1 . .\n4 . . X . . . . X . . . .\n5 . X . . . X X X . . . .\n6 . X X . . . X . X X X .\n7 . . . . X . . . . . . .\n8 . . . . X . . . . M M .\n9 . X . . X . . 3 X . X .\n10 X X . . . . X X . . . .\n11 . . X . . X . . . . . .,"{1: (3, 9), 2: (3, 3), 3: (9, 7)}","[(6, 9), (5, 7), (5, 5), (8, 4), (4, 2), (2, 2), (6, 10), (2, 8), (1, 4), (1, 6), (4, 7), (10, 6), (7, 4), (6, 6), (9, 10), (2, 4), (1, 8), (0, 11), (11, 2), (6, 8), (6, 2), (1, 9), (9, 4), (9, 1), (10, 7), (0, 10), (5, 1), (10, 1), (10, 0), (3, 7), (6, 1), (1, 0), (9, 8), (11, 5), (5, 6)]","[(8, 10), (8, 9)]",54
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . . . . . . X . . . .\n1 . . . X . X X . . . . .\n2 . . . . 2 . . . . . X X\n3 . 3 . . . . . . . . . X\n4 . . . . . . . X . . . .\n5 X . . . . M M . . . X .\n6 . . X . . . . . . . X .\n7 . . . . . . . . . . . .\n8 . X . . . . . . . . . X\n9 . . . . . . X . . . . .\n10 . . . . . X 1 . . X . .\n11 . . . . . X . . X . . .,"{1: (10, 6), 2: (2, 4), 3: (3, 1)}","[(3, 11), (10, 5), (5, 0), (6, 10), (6, 2), (8, 11), (0, 7), (2, 11), (1, 3), (1, 6), (2, 10), (1, 5), (9, 6), (10, 9), (11, 8), (4, 7), (5, 10), (8, 1), (11, 5)]","[(5, 6), (5, 5)]",34
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . X . . . . X . X . .\n1 . . . X . . . . X . . .\n2 . . X . . . . 3 . . X X\n3 . . . X . X . . . . . X\n4 . . . . . X . . . X . .\n5 X . . X . . . X . . . X\n6 . . . X . . M . . . . .\n7 2 . . X . X M M M . . X\n8 . X . . . X . 1 . . . .\n9 . . . X . X X X . . . X\n10 . . . X X . X . X X X .\n11 . . . . . . . . X X X .,"{1: (8, 7), 2: (7, 0), 3: (2, 7)}","[(5, 3), (9, 5), (0, 9), (10, 4), (11, 9), (5, 0), (6, 3), (10, 3), (4, 5), (10, 6), (1, 8), (2, 11), (10, 8), (11, 8), (3, 3), (7, 3), (5, 7), (7, 11), (9, 11), (11, 10), (9, 6), (2, 10), (2, 2), (10, 9), (1, 3), (7, 5), (4, 9), (8, 5), (10, 10), (3, 5), (5, 11), (0, 2), (9, 7), (9, 3), (3, 11), (0, 7), (8, 1)]","[(6, 6), (7, 6), (7, 7), (7, 8)]",39
12,  0 1 2 3 4 5 6 7 8 9 10 11\n0 S . . . . . . X X . X .\n1 . . . X . . . . . . . X\n2 . . . X . . . . . . . .\n3 . . . . X . . . . . . .\n4 . X 1 . . . . . . . . .\n5 . . . . . . . . . . 3 .\n6 . . . . . . . . . . . .\n7 . . . . . . . . 2 . . .\n8 X . . X X . X . . . . .\n9 . . . . . . . . . . . .\n10 . . . . . . X . M . . .\n11 . X . . . X . X M X X .,"{1: (4, 2), 2: (7, 8), 3: (5, 10)}","[(0, 8), (3, 4), (8, 4), (8, 3), (0, 7), (11, 5), (0, 10), (8, 6), (11, 9), (11, 7), (4, 1), (2, 3), (8, 0), (11, 1), (11, 10), (10, 6), (1, 3), (1, 11)]","[(10, 8), (11, 8)]",19
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . X . . X 1 . X X . . .\n1 . X X . . X . . . 2 . X .\n2 . X . . X . . X . X . . .\n3 . . . X . . . X . X . . .\n4 . X . . . X . . X X . . .\n5 . . X . X . . . . . . . .\n6 . . . . . . . . . X . X .\n7 . . . X . X . . . . . . .\n8 . X . X . . . . . . . . .\n9 . X . X . . . . . X . . M\n10 X . . . . X . X 3 . X . M\n11 . . . . X X . . . X . . .\n12 . X . . X . . . X X . . .,"{1: (0, 6), 2: (1, 9), 3: (10, 8)}","[(0, 9), (2, 1), (1, 2), (3, 3), (10, 0), (12, 8), (12, 4), (10, 5), (2, 7), (6, 11), (8, 3), (0, 2), (5, 2), (11, 9), (6, 9), (5, 4), (2, 4), (12, 1), (1, 5), (4, 8), (11, 4), (10, 7), (8, 1), (3, 7), (4, 1), (3, 9), (12, 9), (7, 3), (7, 5), (1, 11), (4, 5), (11, 5), (9, 9), (4, 9), (10, 10), (9, 1), (0, 8), (9, 3), (1, 1), (2, 9), (0, 5)]","[(10, 12), (9, 12)]",30
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . . . . . . X . . X . .\n1 . . . . . . . . . . X . .\n2 . . . . . . . . . X . . X\n3 . X . X X X . . . X . X .\n4 X . . . X . X . . . X . X\n5 . . X . . X . X . X . . .\n6 . . 3 . . . X X . . X . 2\n7 X X . . . . . . . X . . .\n8 X X . M M X . . . . . X .\n9 . . M M X . 1 . X X . X .\n10 X . . X . . . . . . . . X\n11 X . . X X X . . X X X . .\n12 . . . . . . . . X . X . X,"{1: (9, 6), 2: (6, 12), 3: (6, 2)}","[(11, 8), (11, 0), (3, 3), (10, 0), (3, 4), (4, 10), (4, 12), (4, 0), (8, 5), (9, 8), (8, 0), (5, 2), (0, 10), (9, 11), (11, 9), (11, 10), (2, 9), (9, 9), (5, 9), (10, 12), (12, 12), (1, 10), (7, 1), (2, 12), (12, 10), (4, 4), (3, 1), (7, 0), (10, 3), (5, 7), (3, 9), (0, 7), (5, 5), (6, 10), (8, 11), (6, 6), (8, 1), (11, 3), (9, 4), (7, 9), (3, 11), (12, 8), (4, 6), (6, 7), (11, 5), (3, 5), (11, 4)]","[(8, 4), (8, 3), (9, 3), (9, 2)]",38
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S X . . . . . . . . X . X\n1 . . . . . . X . . . . X .\n2 . . 2 . X . 3 M M . . . .\n3 . . . . X . . . M M . X .\n4 . . . . X . . X X . . . .\n5 . . . . . . X . . . . . .\n6 . . . . . . . . . . . . .\n7 . . . . . . . X . . . . .\n8 X . . . . X . . . . . . .\n9 1 . . X . X . . . . . . .\n10 . . . . . X . . X . . . .\n11 . . . . . X . . . . . . .\n12 . . . . X . . . . . . . .,"{1: (9, 0), 2: (2, 2), 3: (2, 6)}","[(3, 4), (8, 0), (1, 11), (1, 6), (8, 5), (3, 11), (0, 1), (4, 8), (4, 7), (2, 4), (10, 8), (10, 5), (7, 7), (5, 6), (4, 4), (9, 5), (12, 4), (0, 12), (0, 10), (11, 5), (9, 3)]","[(2, 7), (2, 8), (3, 8), (3, 9)]",26
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . X . . . . . . . . . .\n1 X . . . . . X . . . . . .\n2 . . . . X . . . . . . . .\n3 . . . . . . X . . . . . .\n4 . . . . . . . . . . . . .\n5 . . . . . X . . M . X . .\n6 . X . . . . X . M X . . .\n7 . . . . . . . . . . X X .\n8 . . . . . . 3 . . . X . .\n9 . . . . . 2 . . . . X X .\n10 . . . . . . 1 . . X . . .\n11 . . X . . . . X . . . . .\n12 . . . . X . . . . . . . .,"{1: (10, 6), 2: (9, 5), 3: (8, 6)}","[(1, 0), (12, 4), (8, 10), (9, 11), (7, 10), (11, 7), (2, 4), (9, 10), (11, 2), (5, 5), (6, 6), (6, 1), (5, 10), (3, 6), (6, 9), (10, 9), (7, 11), (1, 6), (0, 2)]","[(6, 8), (5, 8)]",20
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . . . X X X . . . . . .\n1 . . X . . . . . . . . . .\n2 . . . . . X X X . . X . X\n3 X . . 1 . X . X X . . . .\n4 . . . . . . X . . . X . X\n5 . . X . . X X . . . . . .\n6 . . . . . . . . . . X . X\n7 . . X . . . X X . X . X X\n8 . X . . . . . . . 2 . X .\n9 . . . X M M M X . X . . .\n10 . . . . . X . . . . . . X\n11 . X . X X X X . . X . . .\n12 . . . X . X 3 . X X X . .,"{1: (3, 3), 2: (8, 9), 3: (12, 6)}","[(8, 11), (12, 9), (9, 7), (3, 5), (1, 2), (5, 6), (6, 10), (3, 8), (11, 9), (11, 6), (3, 0), (10, 5), (2, 10), (7, 2), (0, 5), (12, 5), (2, 6), (3, 7), (7, 11), (5, 2), (7, 12), (12, 3), (4, 6), (4, 10), (11, 4), (11, 1), (2, 7), (4, 12), (9, 9), (0, 4), (8, 1), (6, 12), (5, 5), (11, 5), (11, 3), (7, 6), (12, 8), (12, 10), (2, 5), (10, 12), (0, 6), (7, 9), (9, 3), (7, 7), (2, 12)]","[(9, 6), (9, 5), (9, 4)]",24
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . . . . X . . . . . . 3\n1 . . . . . . X . . X . . .\n2 . . . . 1 . . . . . X . .\n3 . . . . . . . X . . . . .\n4 . . X . . . X X . . . . .\n5 X . . . . . . . . . . . .\n6 M M X 2 . . . . . . . X .\n7 M . . . . . . X . . . . .\n8 X . . . X . . X . . . . .\n9 . . . . . X . . . . . . .\n10 . . . . . X . . X . . . .\n11 . . X . . . X . . . . . X\n12 . . . . . . . . . . . . .,"{1: (2, 4), 2: (6, 3), 3: (0, 12)}","[(8, 0), (4, 7), (7, 7), (10, 8), (8, 7), (6, 2), (0, 5), (2, 10), (9, 5), (11, 12), (11, 6), (3, 7), (6, 11), (11, 2), (8, 4), (10, 5), (1, 6), (1, 9), (4, 2), (4, 6), (5, 0)]","[(7, 0), (6, 0), (6, 1)]",26
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . . . . . X . X X X . .\n1 . . . . . . . . . . X X .\n2 . . . . . . . X . X . . .\n3 . X . X X X X . . . X X .\n4 . X . . . . X . . . . . 2\n5 X . . X . . X . . . . . 1\n6 . . . . . . X . . . . . .\n7 . X . . . X . . . . X . .\n8 . . . X . . X . . . . . .\n9 . . . . M M X . . X . . X\n10 X . . . 3 M . . . X . . .\n11 X . . . X X . X . X X . .\n12 . . . . . . . . . . . X X,"{1: (5, 12), 2: (4, 12), 3: (10, 4)}","[(11, 0), (1, 11), (3, 6), (7, 10), (3, 10), (4, 6), (11, 10), (0, 10), (0, 6), (0, 8), (5, 3), (6, 6), (11, 5), (10, 9), (11, 4), (7, 5), (2, 9), (12, 11), (1, 10), (9, 9), (12, 12), (5, 0), (11, 7), (0, 9), (3, 3), (7, 1), (9, 12), (3, 1), (9, 6), (3, 11), (11, 9), (8, 6), (8, 3), (10, 0), (2, 7), (3, 4), (4, 1), (3, 5), (5, 6)]","[(9, 4), (9, 5), (10, 5)]",32
13,  0 1 2 3 4 5 6 7 8 9 10 11 12\n0 S . X X X . . . X . . . X\n1 . . . . . . X . . . . X X\n2 . . . X . . . X . . X . .\n3 X X . . . . . X . . . . .\n4 . X . X . . . . X . X X .\n5 M M . X X X X . . X X . X\n6 M M X . . . X X . . . . X\n7 . . 2 . . . X . X . . . .\n8 . . . . . . . . . . . X .\n9 X . X . 3 . X . . . . . .\n10 . . X X X X . X X . X . .\n11 X . . . . X . . . . . . .\n12 . . . . . . . X X . . X 1,"{1: (12, 12), 2: (7, 2), 3: (9, 4)}","[(6, 2), (0, 12), (12, 8), (0, 8), (11, 0), (9, 0), (5, 9), (10, 8), (0, 3), (12, 7), (4, 1), (10, 2), (4, 11), (9, 2), (5, 5), (3, 1), (6, 6), (10, 5), (7, 6), (12, 11), (10, 10), (2, 7), (10, 4), (4, 10), (1, 6), (3, 0), (2, 10), (5, 6), (3, 7), (1, 12), (6, 7), (0, 4), (4, 3), (5, 3), (9, 6), (6, 12), (5, 4), (7, 8), (11, 5), (8, 11), (5, 10), (4, 8), (2, 3), (0, 2), (1, 11), (10, 3), (5, 12), (10, 7)]","[(6, 0), (5, 0), (5, 1), (6, 1)]",43
