n,grid,goals,static,moving,BFS_steps
9,  0 1 2 3 4 5 6 7 8\n0 S . . . . . . X .\n1 . X 2 X 3 . . . .\n2 . . X X . . . . .\n3 . . X . X . X . .\n4 . M M X . X . . X\n5 X X M . . . X . .\n6 X X . . 1 . . . X\n7 . X . . . . X . .\n8 . . . X . X . . X,"{1: (6, 4), 2: (1, 2), 3: (1, 4)}","[(1, 3), (2, 3), (7, 1), (0, 7), (8, 8), (5, 0), (8, 3), (5, 6), (8, 5), (5, 1), (6, 0), (4, 8), (7, 6), (4, 5), (6, 8), (4, 3), (3, 2), (3, 6), (2, 2), (6, 1), (3, 4), (1, 1)]","[(4, 1), (4, 2), (5, 2)]",27
9,  0 1 2 3 4 5 6 7 8\n0 S . X . . . . . .\n1 . . . . . . . . X\n2 X . . . . . . . .\n3 . . . X . X . . .\n4 . . . X . 3 . . .\n5 X X . . . . . . .\n6 1 . X . . X . . .\n7 . . . . X . . X .\n8 2 . . . . X X . .,"{1: (6, 0), 2: (8, 0), 3: (4, 5)}","[(8, 6), (3, 5), (5, 1), (5, 0), (3, 3), (7, 4), (4, 3), (8, 5), (6, 2), (1, 8), (0, 2), (6, 5), (2, 0), (7, 7)]",[],25
9,  0 1 2 3 4 5 6 7 8\n0 S . . . . . . . .\n1 . . . . . . X X .\n2 . . . . . . . . .\n3 . X . . . 2 . X .\n4 . . . . M 1 . . .\n5 X . . . M X . . .\n6 3 X . . . . . X .\n7 . . . . X . . X .\n8 . . . . . . . . X,"{1: (4, 5), 2: (3, 5), 3: (6, 0)}","[(6, 7), (7, 4), (8, 8), (5, 5), (1, 6), (7, 7), (3, 7), (6, 1), (1, 7), (5, 0), (3, 1)]","[(5, 4), (4, 4)]",20
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . . X .\n1 X . . . . . . X M M\n2 . . . . . X . . M M\n3 . X . . . X . X . .\n4 X . . . 2 . . . X .\n5 . . . . . . . . . .\n6 . X 1 . . . . . . .\n7 . . . X . . X . X .\n8 . . . . . . . . . .\n9 . . . . . . . . . 3,"{1: (6, 2), 2: (4, 4), 3: (9, 9)}","[(7, 8), (1, 0), (1, 7), (6, 1), (3, 1), (3, 7), (0, 8), (4, 0), (7, 3), (2, 5), (4, 8), (3, 5), (7, 6)]","[(1, 8), (1, 9), (2, 9), (2, 8)]",22
10,  0 1 2 3 4 5 6 7 8 9\n0 S X . . . X . . . .\n1 . . X X . . . . . .\n2 X . . X . . X . . .\n3 X . . . . . X . X X\n4 X 3 X . X . . 2 X .\n5 . . X . X . . X . .\n6 M M X . . . . . . X\n7 . . . . . . . . . .\n8 . . X X . X . . X .\n9 . . . 1 . . . . . X,"{1: (9, 3), 2: (4, 7), 3: (4, 1)}","[(2, 6), (5, 2), (8, 8), (3, 6), (3, 0), (8, 2), (3, 9), (1, 3), (8, 5), (1, 2), (0, 5), (2, 0), (3, 8), (5, 4), (4, 4), (4, 8), (0, 1), (4, 2), (4, 0), (9, 9), (6, 9), (5, 7), (8, 3), (2, 3), (6, 2)]","[(6, 1), (6, 0)]",31
10,  0 1 2 3 4 5 6 7 8 9\n0 S X . . . . X . . .\n1 . . . . . X X . . .\n2 X . . . . . . . . .\n3 3 . X . X . . . . .\n4 . . . . . . . X . .\n5 . X M 1 . X X . . X\n6 X M M . X . . . . X\n7 . M X . 2 . . . . X\n8 . . . X . . X . X X\n9 . . X . X . X . . .,"{1: (5, 3), 2: (7, 4), 3: (3, 0)}","[(8, 9), (1, 5), (9, 4), (9, 6), (7, 2), (3, 2), (8, 3), (0, 1), (3, 4), (2, 0), (5, 6), (1, 6), (6, 4), (8, 8), (6, 0), (9, 2), (4, 7), (5, 1), (5, 9), (6, 9), (7, 9), (5, 5), (0, 6), (8, 6)]","[(5, 2), (6, 2), (6, 1), (7, 1)]",19
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . X . X . X\n1 . X . . . X X . . .\n2 . . X . . . X . X .\n3 . X X X . . . . 3 X\n4 . 1 . . X X . . . .\n5 . . . . . X X . . .\n6 X X . . . . X X X .\n7 . . . . X . X X . .\n8 . . X X . . . . . .\n9 . . X . . X 2 . . .,"{1: (4, 1), 2: (9, 6), 3: (3, 8)}","[(5, 5), (6, 7), (1, 6), (3, 2), (0, 9), (7, 7), (6, 6), (0, 5), (4, 5), (8, 3), (0, 7), (7, 4), (3, 3), (5, 6), (1, 1), (6, 8), (9, 5), (3, 9), (3, 1), (6, 1), (2, 6), (2, 8), (4, 4), (6, 0), (2, 2), (1, 5), (8, 2), (7, 6), (9, 2)]",[],25
10,  0 1 2 3 4 5 6 7 8 9\n0 S . X . X . X . . .\n1 . . X . . . . . . .\n2 . . . X . 3 . X . .\n3 X . . X . X . . . X\n4 X . X X . X . . . X\n5 . . X . X . X . . X\n6 . X . . . . 1 . . .\n7 . . X X . X . . . .\n8 2 . . X . . . X . X\n9 . . . . . . M M . .,"{1: (6, 6), 2: (8, 0), 3: (2, 5)}","[(7, 5), (7, 3), (1, 2), (2, 7), (4, 3), (4, 5), (2, 3), (5, 9), (8, 3), (7, 2), (4, 2), (3, 0), (3, 9), (0, 6), (5, 2), (0, 4), (4, 9), (0, 2), (4, 0), (3, 3), (8, 9), (8, 7), (3, 5), (6, 1), (5, 6), (5, 4)]","[(9, 7), (9, 6)]",47
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . X . . . .\n1 . . X . 3 . . . M .\n2 . . . . . X X M M X\n3 X . . . . . 1 M . .\n4 . . . . . . . X . .\n5 X . . X . . . . . .\n6 . . . . . 2 . . . .\n7 . . . . . . . . . .\n8 . X . . . . . . . .\n9 . . . . . X . . X .,"{1: (3, 6), 2: (6, 5), 3: (1, 4)}","[(3, 0), (0, 5), (5, 0), (5, 3), (4, 7), (2, 5), (1, 2), (8, 1), (2, 9), (9, 8), (9, 5), (2, 6)]","[(1, 8), (2, 8), (2, 7), (3, 7)]",19
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . X . . . . .\n1 . X . . . . . . . .\n2 . . . . X . . X . .\n3 . . . . . . . . . .\n4 . . . X . X X . . .\n5 . . . . . . 2 1 . .\n6 . . . . . . X . . .\n7 X . . . . . . X . .\n8 . X . X X . . . 3 .\n9 . X . . . . . . . X,"{1: (5, 7), 2: (5, 6), 3: (8, 8)}","[(4, 6), (2, 7), (9, 9), (4, 5), (7, 7), (4, 3), (0, 4), (8, 3), (8, 4), (2, 4), (9, 1), (1, 1), (6, 6), (7, 0), (8, 1)]",[],18
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . X . . .\n1 . X X X . . X X . X\n2 . . . . . . . . . X\n3 X . X . . . X . . 3\n4 . . . . . . . . . .\n5 X . . . . 1 . . . .\n6 . . . . X . . X . .\n7 . . . X X X . X . .\n8 . . . . . . . . . X\n9 . X . . X 2 . X . .,"{1: (5, 5), 2: (9, 5), 3: (3, 9)}","[(8, 9), (3, 2), (0, 6), (6, 4), (9, 1), (2, 9), (9, 4), (7, 3), (6, 7), (9, 7), (5, 0), (1, 1), (1, 6), (1, 3), (3, 0), (1, 2), (7, 4), (7, 5), (1, 7), (1, 9), (7, 7), (3, 6)]",[],26
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . . . .\n1 . . . . . 3 . . X X\n2 . . . . . . . . X .\n3 . X X X X X . X . X\n4 . . . 2 . . . X . .\n5 . . . X . X X . X .\n6 . X X . . . . . X 1\n7 . . X . . . . . . .\n8 . . . . . . . X X .\n9 X . . . . X . . . .,"{1: (6, 9), 2: (4, 3), 3: (1, 5)}","[(9, 0), (2, 8), (3, 7), (7, 2), (3, 4), (3, 9), (5, 5), (8, 8), (1, 9), (3, 1), (5, 6), (6, 8), (4, 7), (5, 3), (3, 3), (3, 5), (1, 8), (8, 7), (3, 2), (5, 8), (6, 2), (6, 1), (9, 5)]",[],36
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . X . .\n1 . X . . . . . . . .\n2 . . . . X . . . . .\n3 . X . . . X . 2 . 3\n4 . . . X . . . . . .\n5 . . . . . . . . X .\n6 . . . X . . . . . .\n7 . . . . . . X . . .\n8 . . . . . . . . . .\n9 . . X . . 1 . . . .,"{1: (9, 5), 2: (3, 7), 3: (3, 9)}","[(5, 8), (2, 4), (3, 1), (1, 1), (7, 6), (3, 5), (4, 3), (0, 7), (9, 2), (6, 3)]",[],24
10,  0 1 2 3 4 5 6 7 8 9\n0 S . . . . . . . X .\n1 . . 3 . X . . . . .\n2 . X . . . . . X . .\n3 . . . . . . . . X .\n4 . . . . . . . . . 1\n5 . . . . X X . . X .\n6 . . . . . . . 2 X .\n7 X X . X . . . . . X\n8 . . . . . . . . X X\n9 . . . . . . . X . .,"{1: (4, 9), 2: (6, 7), 3: (1, 2)}","[(7, 1), (5, 4), (2, 1), (7, 9), (9, 7), (8, 8), (7, 3), (0, 8), (7, 0), (5, 5), (2, 7), (3, 8), (8, 9), (1, 4), (5, 8), (6, 8)]",[],27
