n,grid,goals,static,moving,BFS_steps
5,  0 1 2 3 4\n0 S . . . .\n1 1 2 . . .\n2 . 3 . . .\n3 . . . . .\n4 X . X . X,"{1: (1, 0), 2: (1, 1), 3: (2, 1)}","[(4, 2), (4, 4), (4, 0)]",[],3
5,  0 1 2 3 4\n0 S X . X .\n1 . . 2 . .\n2 . . X . 3\n3 . . . 1 X\n4 . . . . .,"{1: (3, 3), 2: (1, 2), 3: (2, 4)}","[(2, 2), (0, 3), (0, 1), (3, 4)]",[],12
5,  0 1 2 3 4\n0 S . 1 . .\n1 X . . . X\n2 . . 3 . .\n3 X . . . 2\n4 . . X . .,"{1: (0, 2), 2: (3, 4), 3: (2, 2)}","[(1, 0), (4, 2), (1, 4), (3, 0)]",[],10
5,  0 1 2 3 4\n0 S X . . .\n1 . . . X .\n2 X . X 2 .\n3 . 3 . . .\n4 . . 1 . .,"{1: (4, 2), 2: (2, 3), 3: (3, 1)}","[(2, 2), (1, 3), (2, 0), (0, 1)]",[],18
5,  0 1 2 3 4\n0 S . X . .\n1 . . . . .\n2 . X 3 . .\n3 . . M M .\n4 . . 1 2 .,"{1: (4, 2), 2: (4, 3), 3: (2, 2)}","[(2, 1), (0, 2)]","[(3, 3), (3, 2)]",10
5,  0 1 2 3 4\n0 S . . . .\n1 . . 2 . .\n2 . . . . 1\n3 . . X . .\n4 . . . 3 .,"{1: (2, 4), 2: (1, 2), 3: (4, 3)}","[(3, 2)]",[],13
5,  0 1 2 3 4\n0 S . . 2 .\n1 3 . . . .\n2 . . . . .\n3 . 1 . . .\n4 . X . . .,"{1: (3, 1), 2: (0, 3), 3: (1, 0)}","[(4, 1)]",[],13
5,  0 1 2 3 4\n0 S . . . .\n1 1 . . . .\n2 X . . M .\n3 . . . M .\n4 . 2 3 M .,"{1: (1, 0), 2: (4, 1), 3: (4, 2)}","[(2, 0)]","[(2, 3), (3, 3), (4, 3)]",6
5,  0 1 2 3 4\n0 S . . 1 X\n1 . . . 2 .\n2 . . . . .\n3 . X . 3 .\n4 . . . . .,"{1: (0, 3), 2: (1, 3), 3: (3, 3)}","[(0, 4), (3, 1)]",[],6
6,  0 1 2 3 4 5\n0 S . X . M M\n1 . . X 3 . X\n2 . . . . . .\n3 . . . 2 X .\n4 1 . . X . .\n5 . . . . X .,"{1: (4, 0), 2: (3, 3), 3: (1, 3)}","[(0, 2), (1, 5), (3, 4), (5, 4), (1, 2), (4, 3)]","[(0, 4), (0, 5)]",10
6,  0 1 2 3 4 5\n0 S . . M . .\n1 . X . M . 3\n2 . X . . . 2\n3 . . . . . .\n4 X X . . . .\n5 . X . X 1 .,"{1: (5, 4), 2: (2, 5), 3: (1, 5)}","[(1, 1), (4, 1), (5, 1), (5, 3), (2, 1), (4, 0)]","[(1, 3), (0, 3)]",14
6,  0 1 2 3 4 5\n0 S . . . . X\n1 . . . . 2 .\n2 3 M M . . .\n3 . . . . . .\n4 X 1 . . . .\n5 X . . . X .,"{1: (4, 1), 2: (1, 4), 3: (2, 0)}","[(4, 0), (5, 4), (5, 0), (0, 5)]","[(2, 1), (2, 2)]",16
6,  0 1 2 3 4 5\n0 S . . X M M\n1 X . . . X M\n2 . . . X 1 M\n3 . . . . . X\n4 3 . . . . .\n5 2 . . . . .,"{1: (2, 4), 2: (5, 0), 3: (4, 0)}","[(3, 5), (1, 0), (0, 3), (1, 4), (2, 3)]","[(2, 5), (1, 5), (0, 5), (0, 4)]",16
6,  0 1 2 3 4 5\n0 S X . . 3 2\n1 . . X . . .\n2 . . . . X .\n3 X . . . . .\n4 . . 1 . . .\n5 . . . . . .,"{1: (4, 2), 2: (0, 5), 3: (0, 4)}","[(3, 0), (2, 4), (1, 2), (0, 1)]",[],14
6,  0 1 2 3 4 5\n0 S . . . M .\n1 . . . . M .\n2 . . . X . 3\n3 . . 1 . . .\n4 . . . . . X\n5 2 . . X . .,"{1: (3, 2), 2: (5, 0), 3: (2, 5)}","[(4, 5), (5, 3), (2, 3)]","[(0, 4), (1, 4)]",17
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . 2 M .\n2 . 3 . 1 M .\n3 . X . . . .\n4 . . . . X .\n5 . . . . . .,"{1: (2, 3), 2: (1, 3), 3: (2, 1)}","[(3, 1), (4, 4)]","[(1, 4), (2, 4)]",9
6,  0 1 2 3 4 5\n0 S . . 2 . .\n1 . . . . 1 .\n2 X . . . 3 .\n3 . . . . . X\n4 . X . . . .\n5 M M . . . X,"{1: (1, 4), 2: (0, 3), 3: (2, 4)}","[(2, 0), (3, 5), (4, 1), (5, 5)]","[(5, 1), (5, 0)]",10
6,  0 1 2 3 4 5\n0 S . . . . .\n1 X . . . . .\n2 3 . . . X .\n3 . X . . . 2\n4 X 1 . . . .\n5 . . . . . .,"{1: (4, 1), 2: (3, 5), 3: (2, 0)}","[(4, 0), (3, 1), (1, 0), (2, 4)]",[],18
6,  0 1 2 3 4 5\n0 S X . . 3 .\n1 . . . . . .\n2 1 . . . . .\n3 . . . 2 . X\n4 . . . M M .\n5 . . M M . X,"{1: (2, 0), 2: (3, 3), 3: (0, 4)}","[(5, 5), (3, 5), (0, 1)]","[(4, 4), (4, 3), (5, 3), (5, 2)]",10
6,  0 1 2 3 4 5\n0 S . . 2 . .\n1 . . . . X X\n2 3 . . . . X\n3 . . . . . .\n4 . . 1 X X .\n5 . . . . . .,"{1: (4, 2), 2: (0, 3), 3: (2, 0)}","[(4, 4), (1, 5), (2, 5), (4, 3), (1, 4)]",[],16
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . X . 3\n2 . . . . . .\n3 . . . . . .\n4 . . X 2 . 1\n5 . . . . . .,"{1: (4, 5), 2: (4, 3), 3: (1, 5)}","[(4, 2), (1, 3)]",[],16
6,  0 1 2 3 4 5\n0 S . . . 3 .\n1 . . . . . 1\n2 . . . . . X\n3 X X . . . .\n4 . M M . 2 .\n5 X . . . . .,"{1: (1, 5), 2: (4, 4), 3: (0, 4)}","[(3, 1), (2, 5), (3, 0), (5, 0)]","[(4, 2), (4, 1)]",14
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . 2 . . X\n2 X . . . . .\n3 . . 3 . X .\n4 . . X . . X\n5 . 1 . X . .,"{1: (5, 1), 2: (1, 2), 3: (3, 2)}","[(2, 0), (5, 3), (3, 4), (1, 5), (4, 5), (4, 2)]",[],13
6,  0 1 2 3 4 5\n0 S . . . 2 .\n1 . X . . X .\n2 . . . 1 . .\n3 . . . . X .\n4 . 3 . . . .\n5 . . . X . .,"{1: (2, 3), 2: (0, 4), 3: (4, 1)}","[(5, 3), (1, 1), (1, 4), (3, 4)]",[],15
6,  0 1 2 3 4 5\n0 S . . . . 1\n1 2 . X . . .\n2 . . . . . .\n3 . . . . . .\n4 . 3 . . X .\n5 . . X . . .,"{1: (0, 5), 2: (1, 0), 3: (4, 1)}","[(4, 4), (1, 2), (5, 2)]",[],15
6,  0 1 2 3 4 5\n0 S . . 2 X X\n1 . . . . . X\n2 3 . . . . .\n3 . . . X . .\n4 . . . . . .\n5 . 1 . . . .,"{1: (5, 1), 2: (0, 3), 3: (2, 0)}","[(3, 3), (1, 5), (0, 5), (0, 4)]",[],18
6,  0 1 2 3 4 5\n0 S . . . . X\n1 2 . . X . .\n2 . 3 . . . .\n3 . . . . . .\n4 . X . 1 . .\n5 . . . . . .,"{1: (4, 3), 2: (1, 0), 3: (2, 1)}","[(4, 1), (1, 3), (0, 5)]",[],15
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . . X .\n2 . . . . . .\n3 1 . . . . .\n4 2 . . . . .\n5 3 X X . X X,"{1: (3, 0), 2: (4, 0), 3: (5, 0)}","[(5, 2), (5, 1), (5, 5), (5, 4), (1, 4)]",[],5
6,  0 1 2 3 4 5\n0 S . 3 . . .\n1 . . . M M .\n2 . . . M . .\n3 . X X . . .\n4 . . . 1 . .\n5 X . . 2 . .,"{1: (4, 3), 2: (5, 3), 3: (0, 2)}","[(3, 2), (5, 0), (3, 1)]","[(1, 4), (1, 3), (2, 3)]",14
6,  0 1 2 3 4 5\n0 S . . X . .\n1 . . . . 3 .\n2 . 2 . . . .\n3 . . 1 . . .\n4 X . . X . .\n5 . . . . . .,"{1: (3, 2), 2: (2, 1), 3: (1, 4)}","[(4, 3), (4, 0), (0, 3)]",[],11
6,  0 1 2 3 4 5\n0 S X X . X .\n1 . 3 . . . .\n2 1 . . . . .\n3 M 2 . . . X\n4 M . . . . .\n5 X . X . . .,"{1: (2, 0), 2: (3, 1), 3: (1, 1)}","[(0, 2), (5, 2), (3, 5), (5, 0), (0, 4), (0, 1)]","[(4, 0), (3, 0)]",6
6,  0 1 2 3 4 5\n0 S . . . X .\n1 . . . X X .\n2 . X . . . .\n3 . . 3 . . .\n4 . 1 X . X M\n5 . . . . 2 M,"{1: (4, 1), 2: (5, 4), 3: (3, 2)}","[(4, 2), (1, 4), (0, 4), (2, 1), (1, 3), (4, 4)]","[(4, 5), (5, 5)]",13
6,  0 1 2 3 4 5\n0 S 3 . M . .\n1 . X . M . .\n2 . . X M . .\n3 . . X . . .\n4 . 2 . . X .\n5 . 1 . . . .,"{1: (5, 1), 2: (4, 1), 3: (0, 1)}","[(4, 4), (3, 2), (2, 2), (1, 1)]","[(2, 3), (1, 3), (0, 3)]",13
6,  0 1 2 3 4 5\n0 S . 2 . X .\n1 . . . . . X\n2 . . . 3 . .\n3 . . X M M .\n4 . . 1 M M X\n5 . X . X . .,"{1: (4, 2), 2: (0, 2), 3: (2, 3)}","[(3, 2), (5, 1), (1, 5), (0, 4), (5, 3), (4, 5)]","[(4, 3), (3, 3), (3, 4), (4, 4)]",15
6,  0 1 2 3 4 5\n0 S . . . M M\n1 . . . 3 . .\n2 X . X X . .\n3 2 . . . . .\n4 X . . . . .\n5 . . . X 1 .,"{1: (5, 4), 2: (3, 0), 3: (1, 3)}","[(2, 2), (2, 3), (5, 3), (2, 0), (4, 0)]","[(0, 4), (0, 5)]",20
6,  0 1 2 3 4 5\n0 S . . X . .\n1 2 . . . 1 .\n2 . . . . . .\n3 . . . . X .\n4 X . . . X .\n5 . . . 3 . X,"{1: (1, 4), 2: (1, 0), 3: (5, 3)}","[(4, 4), (3, 4), (5, 5), (0, 3), (4, 0)]",[],16
6,  0 1 2 3 4 5\n0 S . M M M .\n1 1 . . . . .\n2 . . . . . .\n3 X X . . 3 .\n4 2 . . X . .\n5 . . . . . .,"{1: (1, 0), 2: (4, 0), 3: (3, 4)}","[(3, 1), (4, 3), (3, 0)]","[(0, 4), (0, 3), (0, 2)]",13
6,  0 1 2 3 4 5\n0 S 3 . M M .\n1 . X . . M .\n2 . . . . . 1\n3 . . . 2 . .\n4 . . . . . X\n5 . . . . . .,"{1: (2, 5), 2: (3, 3), 3: (0, 1)}","[(1, 1), (4, 5)]","[(0, 3), (0, 4), (1, 4)]",15
6,  0 1 2 3 4 5\n0 S . . . . .\n1 X . . X . .\n2 . X . 1 . .\n3 . . . . 3 .\n4 . . . X . M\n5 2 . . . . M,"{1: (2, 3), 2: (5, 0), 3: (3, 4)}","[(1, 3), (4, 3), (2, 1), (1, 0)]","[(4, 5), (5, 5)]",17
6,  0 1 2 3 4 5\n0 S . . 2 . .\n1 . . 3 . X .\n2 . . . . . .\n3 . . . . . .\n4 . . . 1 X .\n5 . . . . . .,"{1: (4, 3), 2: (0, 3), 3: (1, 2)}","[(4, 4), (1, 4)]",[],13
6,  0 1 2 3 4 5\n0 S X . X . .\n1 . . . 1 . .\n2 . . . X . .\n3 . . X . . .\n4 . . . 2 . .\n5 . . . 3 . .,"{1: (1, 3), 2: (4, 3), 3: (5, 3)}","[(2, 3), (0, 1), (3, 2), (0, 3)]",[],10
6,  0 1 2 3 4 5\n0 S . M M 2 .\n1 . . M . 1 .\n2 . 3 M . . .\n3 . . X . . .\n4 . . . . . .\n5 . . X . . .,"{1: (1, 4), 2: (0, 4), 3: (2, 1)}","[(3, 2), (5, 2)]","[(2, 2), (1, 2), (0, 2), (0, 3)]",11
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . . . X\n2 X . . 2 . .\n3 . . . . . .\n4 3 . . . . 1\n5 . . X . . .,"{1: (4, 5), 2: (2, 3), 3: (4, 0)}","[(2, 0), (1, 5), (5, 2)]",[],18
6,  0 1 2 3 4 5\n0 S X X . . .\n1 . . . . X .\n2 . . . . . .\n3 . . 1 . . 3\n4 . . M M . X\n5 . . 2 X . .,"{1: (3, 2), 2: (5, 2), 3: (3, 5)}","[(0, 2), (0, 1), (5, 3), (4, 5), (1, 4)]","[(4, 3), (4, 2)]",12
6,  0 1 2 3 4 5\n0 S . . . . X\n1 . . 1 . . .\n2 . . . X . 3\n3 . . . . X .\n4 . 2 . . . .\n5 . . . . . .,"{1: (1, 2), 2: (4, 1), 3: (2, 5)}","[(0, 5), (2, 3), (3, 4)]",[],13
6,  0 1 2 3 4 5\n0 S . . . X 2\n1 . . . . 3 .\n2 . . . . . .\n3 . X . . . X\n4 X . . . 1 .\n5 . . . . X .,"{1: (4, 4), 2: (0, 5), 3: (1, 4)}","[(5, 4), (0, 4), (3, 5), (3, 1), (4, 0)]",[],15
6,  0 1 2 3 4 5\n0 S . X . . .\n1 . 2 . . . .\n2 . . . . . .\n3 X 3 M M . .\n4 . . . M M .\n5 . . . 1 . .,"{1: (5, 3), 2: (1, 1), 3: (3, 1)}","[(0, 2), (3, 0)]","[(4, 4), (4, 3), (3, 3), (3, 2)]",16
6,  0 1 2 3 4 5\n0 S X . . . .\n1 . . . . 2 3\n2 . X . X . .\n3 X . . . . .\n4 . . . . . .\n5 . X X 1 . .,"{1: (5, 3), 2: (1, 4), 3: (1, 5)}","[(3, 0), (2, 3), (5, 2), (0, 1), (5, 1), (2, 1)]",[],14
6,  0 1 2 3 4 5\n0 S . . X X .\n1 . X . . . .\n2 . . . . . .\n3 . . 3 . 2 .\n4 . . . . . 1\n5 . . . . . .,"{1: (4, 5), 2: (3, 4), 3: (3, 2)}","[(0, 3), (0, 4), (1, 1)]",[],13
6,  0 1 2 3 4 5\n0 S . 2 . . 1\n1 . . X . . .\n2 . . . . . .\n3 . . . . . .\n4 X . . . . .\n5 . . . 3 X .,"{1: (0, 5), 2: (0, 2), 3: (5, 3)}","[(4, 0), (5, 4), (1, 2)]",[],18
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . 3 . 1\n2 X . . X . .\n3 . X . . . X\n4 M M . . X .\n5 . M M 2 . .,"{1: (1, 5), 2: (5, 3), 3: (1, 3)}","[(2, 0), (3, 5), (3, 1), (4, 4), (2, 3)]","[(4, 0), (4, 1), (5, 1), (5, 2)]",18
6,  0 1 2 3 4 5\n0 S . . . . 2\n1 . . X . . .\n2 . . . . . .\n3 . X . . X X\n4 1 . . . . X\n5 . . . . 3 .,"{1: (4, 0), 2: (0, 5), 3: (5, 4)}","[(3, 5), (1, 2), (4, 5), (3, 1), (3, 4)]",[],21
6,  0 1 2 3 4 5\n0 S . . . . .\n1 . . . . . 3\n2 . X 2 . X .\n3 M M . . . .\n4 X M . . . .\n5 . 1 . X . .,"{1: (5, 1), 2: (2, 2), 3: (1, 5)}","[(2, 4), (2, 1), (4, 0), (5, 3)]","[(4, 1), (3, 1), (3, 0)]",14
6,  0 1 2 3 4 5\n0 S . . . . .\n1 X . . . . 3\n2 . X . . . 2\n3 X . . . . .\n4 . . X . . .\n5 . X . 1 . .,"{1: (5, 3), 2: (2, 5), 3: (1, 5)}","[(1, 0), (3, 0), (4, 2), (5, 1), (2, 1)]",[],14
6,  0 1 2 3 4 5\n0 S . . 1 X .\n1 . . . . . .\n2 X . . . . .\n3 . . . . X .\n4 . . . M 3 .\n5 . . . M 2 .,"{1: (0, 3), 2: (5, 4), 3: (4, 4)}","[(2, 0), (3, 4), (0, 4)]","[(4, 3), (5, 3)]",10
6,  0 1 2 3 4 5\n0 S . . X X .\n1 . 1 . . 2 .\n2 X . . . . .\n3 M M M M . .\n4 . . . . 3 X\n5 . . . . . .,"{1: (1, 1), 2: (1, 4), 3: (4, 4)}","[(0, 3), (2, 0), (0, 4), (4, 5)]","[(3, 0), (3, 1), (3, 2), (3, 3)]",8
6,  0 1 2 3 4 5\n0 S . . . 1 .\n1 . X X . . 2\n2 . . . . . .\n3 . . X . . .\n4 . 3 . . . .\n5 . . X . X .,"{1: (0, 4), 2: (1, 5), 3: (4, 1)}","[(5, 4), (1, 2), (1, 1), (5, 2), (3, 2)]",[],13
6,  0 1 2 3 4 5\n0 S . . 3 . X\n1 . . . . . 2\n2 X . . 1 . .\n3 . X . . . .\n4 . . . . . .\n5 . . . . X .,"{1: (2, 3), 2: (1, 5), 3: (0, 3)}","[(3, 1), (5, 4), (0, 5), (2, 0)]",[],11
7,  0 1 2 3 4 5 6\n0 S . X . . . .\n1 3 . . M . . X\n2 . X . M M . .\n3 X . . X . . 1\n4 X . . . . 2 .\n5 . . . . . . .\n6 . . . . . . X,"{1: (3, 6), 2: (4, 5), 3: (1, 0)}","[(0, 2), (2, 1), (6, 6), (4, 0), (3, 0), (1, 6), (3, 3)]","[(2, 4), (2, 3), (1, 3)]",19
7,  0 1 2 3 4 5 6\n0 S . . X . X .\n1 . . . . . . 2\n2 . . . . . . .\n3 . . X . X . X\n4 X . . X 3 . .\n5 . X . X . . X\n6 X X 1 X M M .,"{1: (6, 2), 2: (1, 6), 3: (4, 4)}","[(5, 1), (6, 3), (3, 6), (3, 2), (3, 4), (0, 5), (6, 1), (6, 0), (4, 0), (4, 3), (0, 3), (5, 3), (5, 6)]","[(6, 4), (6, 5)]",24
7,  0 1 2 3 4 5 6\n0 S 1 X X X . .\n1 . . . . X X .\n2 3 . . . . . .\n3 X X . . . . .\n4 X X . . . . .\n5 . . . . X . .\n6 . . 2 X . M M,"{1: (0, 1), 2: (6, 2), 3: (2, 0)}","[(4, 0), (0, 4), (0, 2), (5, 4), (1, 5), (3, 0), (0, 3), (3, 1), (1, 4), (4, 1), (6, 3)]","[(6, 6), (6, 5)]",14
7,  0 1 2 3 4 5 6\n0 S . X X . X .\n1 . X . . . . X\n2 . . X 2 . . 1\n3 . . X . X . X\n4 . X . . . . X\n5 . 3 X . . M M\n6 . . . . . M M,"{1: (2, 6), 2: (2, 3), 3: (5, 1)}","[(4, 6), (2, 2), (3, 6), (5, 2), (3, 4), (0, 3), (0, 5), (3, 2), (0, 2), (1, 6), (1, 1), (4, 1)]","[(5, 6), (6, 6), (6, 5), (5, 5)]",26
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 . . . . . . .\n2 . . . X . 3 .\n3 1 X X . . . .\n4 . . . . . X .\n5 X . . X X . .\n6 2 . X M M . .,"{1: (3, 0), 2: (6, 0), 3: (2, 5)}","[(2, 3), (5, 0), (3, 2), (6, 2), (3, 1), (5, 4), (5, 3), (4, 5)]","[(6, 3), (6, 4)]",17
7,  0 1 2 3 4 5 6\n0 S . X . . . .\n1 X . . . . . .\n2 . . . . . . .\n3 3 . 2 . . X .\n4 . X . . . . M\n5 . . . . . X M\n6 . 1 . . . M M,"{1: (6, 1), 2: (3, 2), 3: (3, 0)}","[(3, 5), (5, 5), (1, 0), (0, 2), (4, 1)]","[(4, 6), (5, 6), (6, 6), (6, 5)]",17
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 . . . . X . .\n2 2 X . X X . X\n3 . 3 . . . . X\n4 . . . . 1 . .\n5 . X . . . X .\n6 . X . X X . .,"{1: (4, 4), 2: (2, 0), 3: (3, 1)}","[(5, 5), (3, 6), (5, 1), (2, 1), (2, 3), (6, 1), (6, 4), (2, 4), (2, 6), (6, 3), (1, 4)]",[],16
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 X 1 . X . . .\n2 M . X 2 . . .\n3 M . . X . . .\n4 M M . 3 . X X\n5 . X . . X . .\n6 . . . . . . X,"{1: (1, 1), 2: (2, 3), 3: (4, 3)}","[(4, 5), (1, 0), (6, 6), (1, 3), (5, 4), (2, 2), (5, 1), (3, 3), (4, 6)]","[(4, 1), (4, 0), (3, 0), (2, 0)]",13
7,  0 1 2 3 4 5 6\n0 S . X . X . .\n1 . X 3 . . . .\n2 . X . X . . .\n3 . . 1 . . X X\n4 X . . . . . .\n5 X X . . . . .\n6 X . . . . 2 .,"{1: (3, 2), 2: (6, 5), 3: (1, 2)}","[(6, 0), (0, 2), (5, 1), (1, 1), (5, 0), (3, 5), (2, 1), (0, 4), (4, 0), (2, 3), (3, 6)]",[],19
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 . . . X . . .\n2 X . . . . 1 .\n3 2 . . . . X 3\n4 X X . . . . .\n5 . . . . . . .\n6 . . X . . . .,"{1: (2, 5), 2: (3, 0), 3: (3, 6)}","[(4, 1), (4, 0), (6, 2), (3, 5), (2, 0), (1, 3)]",[],21
7,  0 1 2 3 4 5 6\n0 S X X 1 . 3 .\n1 . . . . . . .\n2 . . . . . . .\n3 . . . X X . .\n4 . . . . . . .\n5 X . . . . . .\n6 X . . . X 2 .,"{1: (0, 3), 2: (6, 5), 3: (0, 5)}","[(0, 1), (3, 4), (0, 2), (5, 0), (6, 0), (6, 4), (3, 3)]",[],19
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 . . . . . X .\n2 . X 1 X . . .\n3 . . . . . . .\n4 X X . X . . .\n5 3 . 2 . . . X\n6 . . . . . . .,"{1: (2, 2), 2: (5, 2), 3: (5, 0)}","[(2, 3), (4, 0), (4, 3), (2, 1), (5, 6), (4, 1), (1, 5)]",[],9
7,  0 1 2 3 4 5 6\n0 S . . . . X .\n1 . . . . X 2 X\n2 . X X X . . .\n3 . . . . . . X\n4 . . X 1 3 M .\n5 . . X X M M .\n6 . . . . X . .,"{1: (4, 3), 2: (1, 5), 3: (4, 4)}","[(2, 3), (6, 4), (3, 6), (0, 5), (5, 2), (1, 4), (5, 3), (1, 6), (4, 2), (2, 1), (2, 2)]","[(5, 4), (5, 5), (4, 5)]",16
7,  0 1 2 3 4 5 6\n0 S . X . . X .\n1 . . . X . X .\n2 . X . M M . .\n3 . . X . . . .\n4 . . . 1 . . .\n5 . X 2 . . X .\n6 . . . . . . 3,"{1: (4, 3), 2: (5, 2), 3: (6, 6)}","[(2, 1), (5, 1), (1, 3), (1, 5), (3, 2), (5, 5), (0, 2), (0, 5)]","[(2, 4), (2, 3)]",14
7,  0 1 2 3 4 5 6\n0 S . . . . . 2\n1 X 3 . . . . .\n2 . . . . . . .\n3 . . . . . . .\n4 . . X . . . X\n5 X . X . . X .\n6 . . . . . 1 .,"{1: (6, 5), 2: (0, 6), 3: (1, 1)}","[(4, 2), (4, 6), (5, 0), (5, 2), (5, 5), (1, 0)]",[],26
7,  0 1 2 3 4 5 6\n0 S . 3 . X X .\n1 2 . . . X . .\n2 M . X . . . .\n3 M X . 1 X . X\n4 M X X . . . .\n5 . . . . . . X\n6 X . . . . X X,"{1: (3, 3), 2: (1, 0), 3: (0, 2)}","[(4, 2), (5, 6), (3, 1), (0, 4), (3, 4), (3, 6), (4, 1), (6, 0), (6, 5), (6, 6), (2, 2), (1, 4), (0, 5)]","[(2, 0), (3, 0), (4, 0)]",14
7,  0 1 2 3 4 5 6\n0 S X . . X . .\n1 . X . . . . X\n2 . . . . . . .\n3 . . . . X . .\n4 . . . X . . .\n5 . X . X . 2 3\n6 . . 1 . X . .,"{1: (6, 2), 2: (5, 5), 3: (5, 6)}","[(1, 1), (3, 4), (1, 6), (4, 3), (0, 4), (5, 3), (6, 4), (0, 1), (5, 1)]",[],19
7,  0 1 2 3 4 5 6\n0 S . . X . . .\n1 . X . . X . .\n2 X . . . 3 . .\n3 . . X . . . X\n4 X . . . . . .\n5 X . . . . X 1\n6 . . X X . X 2,"{1: (5, 6), 2: (6, 6), 3: (2, 4)}","[(1, 1), (0, 3), (1, 4), (6, 5), (5, 0), (6, 2), (5, 5), (2, 0), (3, 2), (4, 0), (3, 6), (6, 3)]",[],18
7,  0 1 2 3 4 5 6\n0 S X . . X . X\n1 . . X . X X .\n2 X . . . . X X\n3 . . . . . . .\n4 . X . . 2 . X\n5 . . . X . 1 M\n6 . . . 3 X M M,"{1: (5, 5), 2: (4, 4), 3: (6, 3)}","[(0, 6), (2, 6), (0, 4), (2, 5), (1, 2), (0, 1), (1, 4), (1, 5), (6, 4), (4, 6), (4, 1), (2, 0), (5, 3)]","[(5, 6), (6, 6), (6, 5)]",17
7,  0 1 2 3 4 5 6\n0 S . . . X . .\n1 X . . . . . .\n2 . . . . . . .\n3 . . . . . . X\n4 . . 1 . . M M\n5 . X . 2 . . M\n6 . . X . 3 . .,"{1: (4, 2), 2: (5, 3), 3: (6, 4)}","[(0, 4), (1, 0), (5, 1), (6, 2), (3, 6)]","[(5, 6), (4, 6), (4, 5)]",10
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 X X . . . . X\n2 . . . . . . .\n3 . . . X . . .\n4 . . . 3 . . .\n5 . . . 1 X X .\n6 X 2 . . . . .,"{1: (5, 3), 2: (6, 1), 3: (4, 3)}","[(3, 3), (1, 0), (6, 0), (1, 1), (1, 6), (5, 5), (5, 4)]",[],15
7,  0 1 2 3 4 5 6\n0 S 2 . . . . X\n1 . 3 X . . . 1\n2 . . . . X . .\n3 . . . . . . X\n4 . . . . X . X\n5 . . . . . . .\n6 . . . . . . X,"{1: (1, 6), 2: (0, 1), 3: (1, 1)}","[(4, 4), (0, 6), (2, 4), (1, 2), (3, 6), (6, 6), (4, 6)]",[],16
7,  0 1 2 3 4 5 6\n0 S . . X . . .\n1 . . X . . X .\n2 . X . X . . .\n3 . 1 . . . . 3\n4 X . 2 . . X .\n5 . . . . . . .\n6 . X . X . . .,"{1: (3, 1), 2: (4, 2), 3: (3, 6)}","[(4, 0), (2, 3), (4, 5), (6, 3), (0, 3), (1, 2), (6, 1), (2, 1), (1, 5)]",[],11
7,  0 1 2 3 4 5 6\n0 S . . . X M M\n1 . 3 . X . M X\n2 X . . . X . .\n3 . . X . X X .\n4 X 1 . . X . .\n5 . . . . X . X\n6 . 2 . . . . .,"{1: (4, 1), 2: (6, 1), 3: (1, 1)}","[(4, 4), (3, 5), (3, 4), (4, 0), (2, 4), (1, 3), (0, 4), (5, 6), (1, 6), (2, 0), (5, 4), (3, 2)]","[(1, 5), (0, 5), (0, 6)]",14
7,  0 1 2 3 4 5 6\n0 S . . . . . .\n1 X . . . X . .\n2 . . . . . . 1\n3 . . . X . . .\n4 . . . . . . X\n5 . . . . . . .\n6 3 . 2 . . X .,"{1: (2, 6), 2: (6, 2), 3: (6, 0)}","[(3, 3), (4, 6), (6, 5), (1, 0), (1, 4)]",[],18
7,  0 1 2 3 4 5 6\n0 S X . . . 2 .\n1 . X . X . . .\n2 . . . . X . X\n3 . 3 . . 1 . .\n4 . X M M X . X\n5 . . X M X . .\n6 X . X X . . .,"{1: (3, 4), 2: (0, 5), 3: (3, 1)}","[(6, 2), (2, 4), (4, 4), (1, 1), (5, 2), (5, 4), (6, 3), (1, 3), (6, 0), (0, 1), (2, 6), (4, 1), (4, 6)]","[(4, 2), (4, 3), (5, 3)]",18
7,  0 1 2 3 4 5 6\n0 S . X M . X .\n1 . . . M . X .\n2 . X X X X . .\n3 . . 3 . . . .\n4 1 X . X X . .\n5 . . X . . . X\n6 . . . . 2 . X,"{1: (4, 0), 2: (6, 4), 3: (3, 2)}","[(0, 5), (4, 3), (2, 4), (1, 5), (0, 2), (2, 1), (4, 4), (6, 6), (2, 2), (5, 6), (5, 2), (2, 3), (4, 1)]","[(0, 3), (1, 3)]",17
